ano,cod_ibge,pib_total_mil_plan,pib_pc_plan,pib_total_rs_plan,pib_total_mil_api,pib_total_rs_api,pib_pc_api_calc,pop_api,ano_pop_plan,pop_plan,diff_pib_mil_plan_api,diff_pib_mil_pct,diff_pib_pc_plan_vs_api_calc,diff_pib_pc_pct
2021,3301009,37179859.647,72243.98,37179859647.0,37179716.0,37179716000.0,72243.70291639058,514643.0,2022,474667.0,143.6469999998808,0.0003863585187145615,0.2770836094132392,0.000383540153989497
2021,3301702,53136666.345,57170.07,53136666345.0,53136504.0,53136504000.0,57169.89743385597,929449.0,2022,782799.0,162.3449999988079,0.0003055244281761704,0.17256614402867854,0.00030184791607914445
2021,3303500,17794593.183,21559.06,17794593183.0,17794452.0,17794452000.0,21558.89351432296,825388.0,2022,819134.0,141.18299999833107,0.0007934102157140387,0.16648567704032757,0.0007722366499455104
2021,3304557,359634752.587,53078.23,359634752587.0,359632648.0,359632648000.0,53077.914581537974,6775561.0,2022,6625849.0,2104.5870000123978,0.0005852046558388097,0.31541846202890156,0.0005942555665866593
2021,3304904,20324882.907,18504.81,20324882907.0,20324752.0,20324752000.0,18504.686545449247,1098357.0,2022,929446.0,130.90700000151992,0.0006440767395416186,0.12345455075410428,0.0006671528882744828
